epoch,train_loss,train_loss_cls,train_loss_mmd,trg_OA,trg_mIoU,src_OA,srg_mIoU,lr,trg_precision,src_precision,loss_mmd_list,weight_mmd_list
1,1.8944551872868909,1.8944551872868909,0.0,0.07769658245201723,0.03853512927889824,0.15285468851871134,0.062326375395059586,0.00010000900000000001,0.10313675552606583,0.16648368537425995,[],[]
2,1.2784240448023974,1.2784240448023974,0.0,0.20564906338563627,0.06724721193313599,0.6757481626858007,0.3452291488647461,0.00020000800000000003,0.29730767011642456,0.6478442549705505,[],[]
3,0.7660914195556168,0.7660914195556168,0.0,0.27122826950991913,0.09085682779550552,0.7504545851968331,0.513145387172699,0.00030000700000000003,0.2382221221923828,0.7357213497161865,[],[]
4,0.609691259356537,0.609691259356537,0.0,0.24568666332572983,0.10057296603918076,0.7706973294756282,0.5458466410636902,0.00040000600000000006,0.324301153421402,0.7716183066368103,[],[]
5,0.565680580922616,0.565680580922616,0.0,0.4551295621068639,0.1736777424812317,0.7648246701400215,0.5336816310882568,0.0005000050000000001,0.2697906494140625,0.7591670155525208,[],[]
6,0.5498933794227898,0.5498933794227898,0.0,0.3617399368678141,0.12668611109256744,0.7520780879061475,0.5341814756393433,0.0006000040000000001,0.2657583951950073,0.7245319485664368,[],[]
7,0.543365232664079,0.543365232664079,0.0,0.41381462984723855,0.14472128450870514,0.7675777011148377,0.552515983581543,0.0007000030000000001,0.26173079013824463,0.751058042049408,[],[]
8,0.5404064870190677,0.5404064870190677,0.0,0.5262331945116472,0.1805792897939682,0.7711291687692757,0.5593649744987488,0.0008000020000000002,0.2703113257884979,0.7470068335533142,[],[]
9,0.5384977756169389,0.5384977756169389,0.0,0.5664191205271768,0.21370382606983185,0.77254185579053,0.5647397637367249,0.0009000010000000002,0.3685138523578644,0.7345101833343506,[],[]
10,0.5396198730378569,0.5396198730378569,0.0,0.5537462414460497,0.17936725914478302,0.7781641992354713,0.5659680366516113,0.0009969220851487844,0.31247127056121826,0.7643172144889832,[],[]
11,0.5393160573838732,0.5393160573838732,0.0,0.5335044123407294,0.16161690652370453,0.7227498532057077,0.5023654103279114,0.0009962773315386935,0.2634367048740387,0.6753796935081482,[],[]
12,0.5257505793168471,0.5257505793168471,0.0,0.5429115976590401,0.20076000690460205,0.7634266292613062,0.5494493842124939,0.0009955718126821722,0.30803248286247253,0.7413628697395325,[],[]
13,0.5214791662867752,0.5214791662867752,0.0,0.5406762660998594,0.20623189210891724,0.765656837329733,0.5373557209968567,0.0009948057026554415,0.3567194640636444,0.7753285765647888,[],[]
14,0.5130221198354771,0.5130221198354771,0.0,0.5036390290546301,0.16846804320812225,0.7665120832895058,0.5566023588180542,0.000993979190484687,0.27255451679229736,0.7379981875419617,[],[]
15,0.5098726787465684,0.5098726787465684,0.0,0.47398425439506003,0.16533803939819336,0.7820219044157232,0.5631453394889832,0.000993092480099419,0.24616336822509766,0.7787694931030273,[],[]
16,0.5029458315166739,0.5029458315166739,0.0,0.43201697541531303,0.14840613305568695,0.7743335672277915,0.5665457248687744,0.0009921457902821577,0.24023006856441498,0.7623562812805176,[],[]
17,0.49697428223089124,0.49697428223089124,0.0,0.4059414673625032,0.12672293186187744,0.7608750937020256,0.543744683265686,0.0009911393546144496,0.25119876861572266,0.7477838397026062,[],[]
18,0.49847999482853755,0.49847999482853755,0.0,0.5456718307181863,0.18746502697467804,0.771025758126501,0.5627457499504089,0.0009900734214192358,0.33095210790634155,0.75297611951828,[],[]
19,0.4987789694369544,0.4987789694369544,0.0,0.5133209056242943,0.21461685001850128,0.770610340265397,0.5656701922416687,0.0009889482536995825,0.33241936564445496,0.7420845627784729,[],[]
20,0.49355275115222796,0.49355275115222796,0.0,0.4558917133245778,0.1593806892633438,0.7716679692857076,0.5599187016487122,0.0009877641290737885,0.28257694840431213,0.7527799606323242,[],[]
21,0.4893325635234233,0.4893325635234233,0.0,0.5167324053593235,0.19880922138690948,0.7797655108197269,0.566120445728302,0.0009865213397068863,0.3226363956928253,0.7785800099372864,[],[]
22,0.4876609991698682,0.4876609991698682,0.0,0.5099148061104583,0.19912029802799225,0.7658978329478735,0.5572959780693054,0.0009852201922385564,0.3158625662326813,0.7398201823234558,[],[]
23,0.48431828681458816,0.48431828681458816,0.0,0.4432958773991383,0.113273024559021,0.7671196762936205,0.5563547611236572,0.000983861007707467,0.200103759765625,0.7354348301887512,[],[]
24,0.4821103213456224,0.4821103213456224,0.0,0.5068132790719108,0.14883385598659515,0.7791237434830214,0.5677801370620728,0.0009824441214720627,0.2442152351140976,0.7690529823303223,[],[]
25,0.47467696413080745,0.47467696413080745,0.0,0.5498066000783393,0.19264353811740875,0.7753121958428921,0.5676937699317932,0.0009809698831278217,0.30100297927856445,0.7495040893554688,[],[]
26,0.47371006168724517,0.47371006168724517,0.0,0.5068651211953642,0.16634570062160492,0.7770559744500263,0.575290322303772,0.0009794386564209953,0.30112186074256897,0.7536280751228333,[],[]
27,0.47185557650899773,0.47185557650899773,0.0,0.4484718094053132,0.16968710720539093,0.758974201929474,0.5458117127418518,0.0009778508191588613,0.31010910868644714,0.7374146580696106,[],[]
28,0.474842239937461,0.474842239937461,0.0,0.521069142992097,0.18413113057613373,0.7822415965538071,0.5697571039199829,0.000976206763116505,0.2883574068546295,0.7850936055183411,[],[]
29,0.46793439357275096,0.46793439357275096,0.0,0.5378771514481233,0.16616125404834747,0.7905863472209832,0.5965904593467712,0.0009745068939401539,0.24563412368297577,0.7676840424537659,[],[]
30,0.46875847502662216,0.46875847502662216,0.0,0.5309882692795097,0.15299876034259796,0.7717682731709742,0.5669285655021667,0.000972751631047092,0.25650912523269653,0.7506651878356934,[],[]
31,0.46590843831957374,0.46590843831957374,0.0,0.48761945289279046,0.15578900277614594,0.7811489055559032,0.5722434520721436,0.0009709414075221735,0.24593918025493622,0.7769392132759094,[],[]
32,0.46366196300121065,0.46366196300121065,0.0,0.4670881719315223,0.16426002979278564,0.7746908443412409,0.5681349635124207,0.0009690766700109659,0.25938108563423157,0.7567543983459473,[],[]
33,0.46555963711676585,0.46555963711676585,0.0,0.49484458883435867,0.13316784799098969,0.7695691326776299,0.5643485188484192,0.0009671578786095479,0.26759058237075806,0.7489824295043945,[],[]
