epoch,train_loss,train_loss_cls,train_loss_mmd,trg_OA,trg_mIoU,src_OA,srg_mIoU,lr,trg_precision,src_precision,loss_mmd_list,weight_mmd_list
1,1.8040040648293552,1.8040040648293552,0.0,0.19039091841201816,0.07019281387329102,0.21409819927896598,0.07790160179138184,0.00010000900000000001,0.1729469746351242,0.178630068898201,[],[]
2,1.234848080445125,1.234848080445125,0.0,0.3264505714154052,0.1265999674797058,0.6574214001445974,0.32499685883522034,0.00020000800000000003,0.21777062118053436,0.6848843693733215,[],[]
3,0.739686142221692,0.739686142221692,0.0,0.32671050206216445,0.11139306426048279,0.7435167518583957,0.5045086145401001,0.00030000700000000003,0.27407407760620117,0.7507125735282898,[],[]
4,0.5980785856503403,0.5980785856503403,0.0,0.3774016583719269,0.11107300966978073,0.7540029460937628,0.5245876908302307,0.00040000600000000006,0.27459070086479187,0.7361359596252441,[],[]
5,0.5620221527685229,0.5620221527685229,0.0,0.4815769653925025,0.12045422196388245,0.7618812393121994,0.5424569249153137,0.0005000050000000001,0.2759091556072235,0.7407545447349548,[],[]
6,0.5556957605460011,0.5556957605460011,0.0,0.45783507292458697,0.12557442486286163,0.763960103907724,0.5467240214347839,0.0006000040000000001,0.21729709208011627,0.7480227947235107,[],[]
7,0.5429585246681885,0.5429585246681885,0.0,0.24284794705191123,0.07900117337703705,0.7699583650111643,0.5555969476699829,0.0007000030000000001,0.17467482388019562,0.748335599899292,[],[]
8,0.5357090801211959,0.5357090801211959,0.0,0.3759083172046727,0.11685975641012192,0.7839325602833008,0.5708123445510864,0.0008000020000000002,0.2040770798921585,0.7776429653167725,[],[]
9,0.5414010441331435,0.5414010441331435,0.0,0.42193224234464644,0.14056676626205444,0.7418382151589351,0.524023711681366,0.0009000010000000002,0.2234874814748764,0.7059803009033203,[],[]
10,0.5355340901841509,0.5355340901841509,0.0,0.47934667403976866,0.12747319042682648,0.7693645305045862,0.5517832636833191,0.0009969220851487844,0.2450505495071411,0.7616958618164062,[],[]
11,0.5425160836173005,0.5425160836173005,0.0,0.22387372986797538,0.09604626148939133,0.7414285669903464,0.515479564666748,0.0009962773315386935,0.20907682180404663,0.7236433625221252,[],[]
12,0.5336358165346421,0.5336358165346421,0.0,0.3129507384622474,0.10991528630256653,0.7644261175339624,0.5424202084541321,0.0009955718126821722,0.1967577338218689,0.7428202629089355,[],[]
13,0.5153841733157494,0.5153841733157494,0.0,0.3976924494827308,0.1168791651725769,0.7763054706005318,0.5640167593955994,0.0009948057026554415,0.18236935138702393,0.7693996429443359,[],[]
14,0.5152373001437379,0.5152373001437379,0.0,0.4596751082924357,0.11610614508390427,0.746917763684934,0.5258636474609375,0.000993979190484687,0.19618044793605804,0.7245211005210876,[],[]
15,0.5148405124109687,0.5148405124109687,0.0,0.3684070499527661,0.10383102297782898,0.7737326315611944,0.5623303055763245,0.000993092480099419,0.1729363352060318,0.7478336691856384,[],[]
16,0.5155046529380988,0.5155046529380988,0.0,0.45415104202668144,0.11216840147972107,0.7792693172634082,0.5718715190887451,0.0009921457902821577,0.2096431404352188,0.7635397911071777,[],[]
17,0.5050131449603583,0.5050131449603583,0.0,0.4428508991728301,0.13585053384304047,0.7731290329595905,0.5687533020973206,0.0009911393546144496,0.19895963370800018,0.7472777366638184,[],[]
18,0.5018261025701573,0.5018261025701573,0.0,0.33219892686804453,0.0937042310833931,0.7598800436543812,0.5539930462837219,0.0009900734214192358,0.19665449857711792,0.7262732982635498,[],[]
19,0.498415617338309,0.498415617338309,0.0,0.4435201665860234,0.1324840933084488,0.7729199925615349,0.5571890473365784,0.0009889482536995825,0.22048504650592804,0.7712063193321228,[],[]
20,0.49474426082403666,0.49474426082403666,0.0,0.41770638925370385,0.11594400554895401,0.7661614635135741,0.5546646118164062,0.0009877641290737885,0.19728656113147736,0.748762845993042,[],[]
21,0.4902750921587572,0.4902750921587572,0.0,0.3346311864933988,0.1019081398844719,0.7845738837975051,0.5857080817222595,0.0009865213397068863,0.17623746395111084,0.7526483535766602,[],[]
22,0.49144581213910526,0.49144581213910526,0.0,0.4171544866477731,0.11541018635034561,0.7866367707829872,0.5867631435394287,0.0009852201922385564,0.2020368129014969,0.7619650959968567,[],[]
23,0.48312195223133053,0.48312195223133053,0.0,0.2848901090988687,0.10562852025032043,0.7719924035340698,0.5633724331855774,0.000983861007707467,0.20900316536426544,0.7568969130516052,[],[]
24,0.4823955444368065,0.4823955444368065,0.0,0.42035213762355705,0.13143262267112732,0.7860460430339173,0.5809038281440735,0.0009824441214720627,0.20880073308944702,0.7762728333473206,[],[]
25,0.4764993917152955,0.4764993917152955,0.0,0.24988659535494573,0.0967162474989891,0.7970856839282552,0.6043970584869385,0.0009809698831278217,0.19578199088573456,0.7757027745246887,[],[]
26,0.47724910607081494,0.47724910607081494,0.0,0.296027885302182,0.08713855594396591,0.7690405400787252,0.5569894313812256,0.0009794386564209953,0.16191895306110382,0.753854513168335,[],[]
27,0.4727966553282794,0.4727966553282794,0.0,0.40053476590401144,0.11176977306604385,0.7904114811555185,0.5904414057731628,0.0009778508191588613,0.1881953328847885,0.7767500281333923,[],[]
28,0.4683389014808844,0.4683389014808844,0.0,0.4129426741319324,0.12709428369998932,0.7713009280772322,0.5606826543807983,0.000976206763116505,0.19766388833522797,0.7626262307167053,[],[]
29,0.4719028884707895,0.4719028884707895,0.0,0.34652391361950186,0.09929274767637253,0.7685066216098063,0.5064771771430969,0.0009745068939401539,0.1898069530725479,0.7393085956573486,[],[]
30,0.4691565096131735,0.4691565096131735,0.0,0.3566486083269971,0.10199049860239029,0.7736900246010813,0.5666133761405945,0.000972751631047092,0.1883607655763626,0.75360506772995,[],[]
31,0.4655843291510927,0.4655843291510927,0.0,0.35352476037418495,0.0922207161784172,0.7887560232261192,0.5894507765769958,0.0009709414075221735,0.17232023179531097,0.7733575701713562,[],[]
32,0.46672248382376724,0.46672248382376724,0.0,0.2448845504711873,0.08502844721078873,0.7815030759118444,0.5783219337463379,0.0009690766700109659,0.1741919070482254,0.7687764167785645,[],[]
33,0.46366877586142674,0.46366877586142674,0.0,0.3420208491739822,0.11227457970380783,0.7952660116734194,0.597885012626648,0.0009671578786095479,0.2104114294052124,0.7811768651008606,[],[]
34,0.46048950567735847,0.46048950567735847,0.0,0.3665731348356029,0.10838338732719421,0.78931701486761,0.589549720287323,0.0009651855067509859,0.2146686464548111,0.7741913199424744,[],[]
35,0.46095920105775195,0.46095920105775195,0.0,0.34361391442593486,0.1166224405169487,0.7799119722451161,0.5745581984519958,0.000963160041088523,0.22130656242370605,0.7687287330627441,[],[]
36,0.45895741119029676,0.45895741119029676,0.0,0.3349631200893989,0.11490831524133682,0.7822460347788188,0.5715432167053223,0.0009610819813755038,0.19730716943740845,0.7671722769737244,[],[]
37,0.4590860144466373,0.4590860144466373,0.0,0.33018860452524135,0.09709444642066956,0.7940450559726747,0.5915548801422119,0.0009589518403420676,0.18615102767944336,0.7806901931762695,[],[]
38,0.4572115366657575,0.4572115366657575,0.0,0.3179740242160319,0.10345137864351273,0.7788232756497229,0.5719473958015442,0.0009567701435686405,0.19351643323898315,0.7612797617912292,[],[]
39,0.45335613828742477,0.45335613828742477,0.0,0.37577943192553165,0.10591103881597519,0.7753605724955207,0.5696431398391724,0.0009545374293562559,0.19863653182983398,0.765488862991333,[],[]
40,0.45270113777325227,0.45270113777325227,0.0,0.3540521819773738,0.12343773990869522,0.7950796062229241,0.6044836044311523,0.0009522542485937369,0.2035599797964096,0.7711191177368164,[],[]
41,0.45482320652010877,0.45482320652010877,0.0,0.3680517153982627,0.11591702699661255,0.7794934476265039,0.5718583464622498,0.0009499211646217726,0.19996462762355804,0.7716014981269836,[],[]
