epoch,train_loss,train_loss_cls,train_loss_mmd,trg_mAcc,trg_OA,src_mAcc,src_OA,lr,trg_precision,src_precision,loss_mmd_list,weight_mmd_list
28,0.490631448215063,0.49044025148623943,0.000382394464442777,0.31471788677891627,0.5338298656712979,0.7661614635135741,0.7661614635135741,0.000999033402285793,0.34692129492759705,0.7590551972389221,"[0.0807269811630249, 0.07952773571014404, 0.08050024509429932, 0.07092785835266113]","[0.002149702049791813, 0.0021535721607506275, 0.0021564543712884188, 0.002134405542165041]"
29,0.49146806228527223,0.4913259426893636,0.0002842391488453234,0.4434542262537735,0.5090464505426142,0.7464335533361471,0.7464335533361471,0.0009989631753012963,0.3436650335788727,0.6869871020317078,"[0.11726385354995728, 0.09630793333053589, 0.09695583581924438, 0.09479975700378418]","[0.0015264669200405478, 0.001532010268419981, 0.0015356526710093021, 0.0015202584909275174]"
30,0.49056563042016177,0.4904673725507502,0.00019651541636752276,0.30113990394550477,0.5057893971337066,0.7804445592465314,0.7804445592465314,0.00099889049115077,0.37367844581604004,0.7531570792198181,"[0.1153150200843811, 0.10160458087921143, 0.06973141431808472, 0.06516438722610474]","[0.001097685075365007, 0.0011059081880375743, 0.0011029753368347883, 0.0010911576682701707]"
31,0.48918359474791984,0.4891078035318541,0.00015158426496962948,0.3389826181472522,0.47481336835556787,0.7696365936978092,0.7696365936978092,0.000998815350551577,0.3338736593723297,0.7490548491477966,"[0.05311840772628784, 0.028206169605255127, 0.028597712516784668, 0.03063446283340454]","[0.0007668479229323566, 0.000777791254222393, 0.0007744442555122077, 0.0007672070642001927]"
32,0.48616003828127613,0.486104864565475,0.0001103466401031552,0.34835334718786354,0.4497520218428147,0.7652400880011255,0.7652400880011255,0.000998737754245325,0.2681237757205963,0.7494074702262878,"[0.029247939586639404, 0.050866901874542236, 0.09255063533782959, 0.08799010515213013]","[0.0005368799320422113, 0.0005455923383124173, 0.0005431313184089959, 0.0005386564880609512]"
33,0.48375463094694393,0.4837149889263419,7.928433443978181e-05,0.3289743204085673,0.43081848632519987,0.7804117163814441,0.7804117163814441,0.000998657702997858,0.3097360134124756,0.7702175974845886,"[0.09747397899627686, 0.0707353949546814, 0.04416018724441528, 0.04691225290298462]","[0.00038062737439759076, 0.00038569941534660757, 0.00038002891233190894, 0.0003792960778810084]"
34,0.4806752553645601,0.4806467433488679,5.702416156033323e-05,0.30868786700547995,0.4598198342204097,0.7717869137160237,0.7717869137160237,0.0009985751975992497,0.2954065799713135,0.7591614127159119,"[0.15261685848236084, 0.08156383037567139, 0.04994070529937744, 0.04409456253051758]","[0.0002659169549588114, 0.0002733616856858134, 0.00026966544101014733, 0.0002684584178496152]"
35,0.4788245112408419,0.47880365475836095,4.170978013301187e-05,0.3236252252258682,0.4846482511923688,0.793054000327541,0.793054000327541,0.000998490238863795,0.32510265707969666,0.7863917946815491,"[0.03953719139099121, 0.05611121654510498, 0.05629676580429077, 0.1091383695602417]","[0.00018283996905665845, 0.0001917658228194341, 0.00019174187036696821, 0.00019052262359764427]"
36,0.4801380293659566,0.4801221681542994,3.172246793724029e-05,0.3950309049782117,0.4791677467109053,0.7647390123972939,0.7647390123972939,0.000998402827630002,0.3808189332485199,0.746513843536377,"[0.06751477718353271, 0.08129972219467163, 0.08174359798431396, 0.08902359008789062]","[0.0001269758358830586, 0.00013197833322919905, 0.0001330006489297375, 0.0001326736673945561]"
37,0.47513175405227265,0.4751207882419546,2.193239831111451e-05,0.332077660802732,0.46476787689223753,0.7839072624007335,0.7839072624007335,0.000998312964760585,0.2884328067302704,0.7733318209648132,"[0.2533673048019409, 0.2573539614677429, 0.2052704095840454, 0.2068389654159546]","[9.192009019898251e-05, 9.27399451029487e-05, 9.351483458885923e-05, 9.284896805183962e-05]"
38,0.4734855979046923,0.4734779178708721,1.5361137988493154e-05,0.3183843411054638,0.33002263772724133,0.7789049389899398,0.7789049389899398,0.0009982206511424535,0.2839662730693817,0.7477376461029053,"[0.016518890857696533, 0.04213780164718628, 0.03124403953552246, 0.02557295560836792]","[6.64973704260774e-05, 6.54125033179298e-05, 6.567747914232314e-05, 6.581184425158426e-05]"
39,0.47594725264866017,0.4759410117746245,1.2482747588612135e-05,0.3315553809361714,0.42803233220432707,0.7625673888990229,0.7625673888990229,0.0009981258876867061,0.3370899260044098,0.7430515289306641,"[0.1682349443435669, 0.1531972885131836, 0.10287046432495117, 0.10057508945465088]","[4.490190985961817e-05, 4.5777611376252025e-05, 4.490606443141587e-05, 4.566763891489245e-05]"
40,0.4712867989924783,0.47128256785531414,8.462303446803663e-06,0.28235533547269154,0.40926584352895096,0.7848659190032812,0.7848659190032812,0.0009980286753286196,0.23765140771865845,0.7737603187561035,"[0.0648154616355896, 0.04968661069869995, 0.056787192821502686, 0.04243648052215576]","[3.324717908981256e-05, 3.203634696546942e-05, 3.1220653909258544e-05, 3.186154572176747e-05]"
41,0.4702515725055203,0.4702485436243368,6.058571260214743e-06,0.3317864166388245,0.4719044492062395,0.793283900383152,0.793283900383152,0.0009979290150276409,0.2857186794281006,0.7824675440788269,"[0.07505595684051514, 0.042476534843444824, 0.05323433876037598, 0.040780723094940186]","[2.342921834497247e-05, 2.270356890221592e-05, 2.2327551050693728e-05, 2.2580252334591933e-05]"
42,0.4688291225238895,0.4688269034838282,4.437474623646955e-06,0.3475046296361513,0.42772271952259167,0.8037696507960178,0.8037696507960178,0.0009978269077673767,0.27807268500328064,0.7939348816871643,"[0.09618198871612549, 0.07636946439743042, 0.07697606086730957, 0.0838060975074768]","[1.630342194403056e-05, 1.631413761060685e-05, 1.5829313269932754e-05, 1.5992827684385702e-05]"
43,0.47072638782626347,0.4707244836128632,3.8083522185042408e-06,0.32772374569650214,0.4203283766503076,0.7909334164169055,0.7909334164169055,0.0009977223545555847,0.2885366380214691,0.7781285643577576,"[0.07659858465194702, 0.0559389591217041, 0.09969890117645264, 0.13874036073684692]","[1.0897873835347127e-05, 1.114640872401651e-05, 1.0756938536360394e-05, 1.0747833584900945e-05]"
44,0.46612807778954224,0.4661269333944535,2.287293375999698e-06,0.27578133119160103,0.40524843897606044,0.7727353624010442,0.7727353624010442,0.0009976153564241628,0.2346809059381485,0.752357542514801,"[0.02746713161468506, 0.09782087802886963, 0.1492466926574707, 0.12116146087646484]","[8.229732884501573e-06, 7.843397725082468e-06, 7.597552212246228e-06, 7.813930096745025e-06]"
45,0.46475673419363955,0.46475599991514327,1.4671912753243868e-06,0.2973255507333522,0.3790987678855326,0.78835747062006,0.78835747062006,0.0009975059144291393,0.24894849956035614,0.7877992987632751,"[0.1531950831413269, 0.03946799039840698, 0.06126302480697632, 0.06238663196563721]","[5.94295988776139e-06, 5.959112058917526e-06, 5.80644291403587e-06, 5.89251749261166e-06]"
46,0.465317459517196,0.46531690827991384,1.1017566628837185e-06,0.3827729779459788,0.46662195283518815,0.792027438882313,0.792027438882313,0.0009973940296506628,0.28412631154060364,0.7697892785072327,"[0.10451394319534302, 0.07761400938034058, 0.04776197671890259, 0.04454338550567627]","[4.2616129576344974e-06, 4.419588549353648e-06, 4.305597485654289e-06, 4.363144398666918e-06]"
47,0.46514905244112015,0.465148642359755,8.199852999806368e-07,0.2862385065776907,0.35185609202552937,0.7890560472369165,0.7890560472369165,0.0009972797031929904,0.24430334568023682,0.7791929841041565,"[0.14397746324539185, 0.044988393783569336, 0.03051358461380005, 0.042955756187438965]","[3.0201497338566696e-06, 3.290802396804793e-06, 3.197848627678468e-06, 3.2263553748634877e-06]"
48,0.4660702846574445,0.46606994573528887,6.773763834436051e-07,0.3146083116806286,0.44178237540609666,0.7954737206039714,0.7954737206039714,0.0009971629361844785,0.30186864733695984,0.7891724705696106,"[0.059659481048583984, 0.03601109981536865, 0.04484766721725464, 0.04747205972671509]","[2.2141830413602293e-06, 2.1594044028461212e-06, 2.2501735656987876e-06, 2.3055281417327933e-06]"
49,0.46206534962141205,0.46206518024840254,3.3783529276099434e-07,0.29626430183571817,0.40176853643925253,0.7806251950045114,0.7806251950045114,0.0009970437297775702,0.2512153089046478,0.7782594561576843,"[0.11717879772186279, 0.11517328023910522, 1.1920928955078125e-07, 2.8967857360839844e-05]","[1.6486878848809283e-06, 1.5857469861657592e-06, 2.1544224182434846e-06, 1.7326117358607007e-06]"
50,0.4608557426478564,0.46085566303408737,1.5743985363746237e-07,0.2984105558150653,0.41074838425381904,0.7859954472687829,0.7859954472687829,0.0009969220851487844,0.2522445619106293,0.7681518197059631,"[0.08429211378097534, 0.0604778528213501, 0.0, 9.5367431640625e-07]","[1.2300560001676786e-06, 1.1928332241950557e-06, 2.1544224182434846e-06, 1.7320286360700266e-06]"
51,0.4621232282854705,0.46212316392513597,1.287213900859134e-07,0.27240046710707005,0.4653312999700468,0.7833671304167982,0.7833671304167982,0.000996798003498705,0.23914594948291779,0.7656489014625549,"[0.10805606842041016, 0.12512779235839844, 0.0, 0.0]","[9.170906309918792e-07, 8.64501373598614e-07, 2.1544224182434846e-06, 1.7320286360700266e-06]"
52,0.446820905145883,0.4468208506315876,1.0765271947845826e-07,0.28002940810229515,0.37279094951729225,0.8029965119989633,0.8029965119989633,0.000996671486051967,0.23282675445079803,0.7775571346282959,"[0.044244349002838135, 0.04182553291320801, 0.0, 0.0]","[6.738832780683879e-07, 5.916079430789978e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
53,0.40664400244858245,0.4066439740905807,5.545396313407909e-08,0.3115244492728214,0.48375181447432086,0.8334609323024225,0.8334609323024225,0.0009965425340572472,0.26092445850372314,0.8113581538200378,"[0.044763922691345215, 0.03524577617645264, 0.0, 0.0]","[5.318237299434259e-07, 4.774234412252554e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
54,0.38334813738686535,0.383348119068653,3.995733341992862e-08,0.28375983251865655,0.397098065136748,0.8327268498854716,0.8327268498854716,0.0009964111487872494,0.25646767020225525,0.8076093792915344,"[0.04868680238723755, 0.02454012632369995, 0.0, 0.0]","[4.232933292769303e-07, 3.9199227330755093e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
55,0.3705906396286989,0.3705906263303813,3.3368098498115495e-08,0.33636304467421757,0.5007653913504297,0.8396274021338098,0.8396274021338098,0.0009962773315386935,0.29246342182159424,0.8190730214118958,"[0.031749725341796875, 0.03525334596633911, 0.0, 0.0]","[3.329185176426108e-07, 3.152054262045567e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
56,0.3625531176338523,0.36255310680144787,2.9721941419724834e-08,0.3131019479378848,0.4660909310845372,0.839786290589232,0.839786290589232,0.0009961410836323015,0.24211399257183075,0.8166378140449524,"[0.09495127201080322, 0.09373289346694946, 0.0, 1.1920928955078125e-07]","[2.589403891306574e-07, 2.483749597104179e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
57,0.3540586467048519,0.35405863900768,2.40502823996964e-08,0.29287681779611535,0.4540239568212714,0.8460734801409403,0.8460734801409403,0.0009960024064127849,0.25094661116600037,0.8290920853614807,"[0.028307080268859863, 0.02868962287902832, 0.0, 1.1920928955078125e-07]","[2.0519240706562414e-07, 1.9758488178922562e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
58,0.35159513440608414,0.3515951299145994,1.8474976839158026e-08,0.28986102602627073,0.46597824646897534,0.8471129124387026,0.8471129124387026,0.0009958613012488325,0.23141491413116455,0.8259384036064148,"[0.0707208514213562, 0.12524950504302979, 0.0, 0.0]","[1.662951092384901e-07, 1.6161203575393301e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
59,0.34775084318773686,0.3477508408979603,1.4858416181957212e-08,0.3022616146126476,0.5014267384392065,0.8460996656685099,0.8460996656685099,0.000995717769533095,0.2568276822566986,0.8270223736763,"[0.04225265979766846, 0.0580633282661438, 0.0, 0.0]","[1.376333358393822e-07, 1.3504516971352132e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
60,0.34430807538277713,0.34430807286402293,1.3866659816194608e-08,0.27146565745832407,0.48609911061957095,0.8502365352020036,0.8502365352020036,0.0009955718126821722,0.24096576869487762,0.8410746455192566,"[0.031680285930633545, 0.05170297622680664, 0.0, 0.0]","[1.1399773569564786e-07, 1.1231323782112668e-07, 2.1544224182434846e-06, 1.73190471741691e-06]"
61,0.34053163956102184,0.3405316359149931,1.5395381627797397e-08,0.24292235185345964,0.41934301628994725,0.8483285422694331,0.8483285422694331,0.0009954234321365998,0.21018759906291962,0.8253611922264099,"[0.04797399044036865, 0.09427046775817871, 0.0, 0.0]","[9.362204167473465e-08, 8.929780648259111e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
62,0.34101338009955473,0.3410133791660304,1.0059531270232701e-08,0.2570074727713119,0.46842238658095436,0.8469868668483675,0.8469868668483675,0.0009952726293608336,0.2212299257516861,0.8341665267944336,"[0.1218951940536499, 0.13013797998428345, 0.0, 0.0]","[8.010529484181461e-08, 7.796362666567802e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
63,0.3322983861814999,0.3322983852655893,1.0289987168096487e-08,0.2893510177610778,0.4537582659385728,0.8460606092884061,0.8460606092884061,0.0009951194058432362,0.2372758537530899,0.8283312916755676,"[0.05372971296310425, 0.02682328224182129, 0.0, 0.0]","[6.903914595568494e-08, 6.596550150561598e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
64,0.32946354997989413,0.3294635488350059,1.009185604967634e-08,0.3239174665108344,0.507459505541347,0.8458963949629696,0.8458963949629696,0.0009949637630960618,0.26924094557762146,0.8267731666564941,"[0.16520166397094727, 0.24648892879486084, 0.0, 0.0]","[5.884711384851471e-08, 5.6615387933334205e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
65,0.3298124480754771,0.3298124475294535,9.58170004489679e-09,0.3159509791901231,0.4687957218727679,0.8515329407279488,0.8515329407279488,0.0009948057026554415,0.2721969783306122,0.8449617028236389,"[0.05308741331100464, 0.082297682762146, 0.0, 0.0]","[5.145557580021887e-08, 4.7685848159062516e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
66,0.33003248196826196,0.33003248156314763,9.366888221458704e-09,0.2829722776862739,0.3249349093338863,0.8511046520143106,0.8511046520143106,0.000994645226081368,0.22946195304393768,0.8332469463348389,"[0.0528717041015625, 0.1346082091331482, 0.0, 0.0]","[4.5823011163292904e-08, 3.977824647449779e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
67,0.32520338107367214,0.32520338087992184,8.42229131721718e-09,0.2905068908837362,0.36957349773046705,0.8542087465875597,0.8542087465875597,0.0009944823349576806,0.21511441469192505,0.8279609084129333,"[0.041609108448028564, 0.1612619161605835, 0.0, 0.0]","[4.113169183028731e-08, 3.362146117069642e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
68,0.3232688304591686,0.32326883044155497,6.286465139754217e-09,0.3253324950758859,0.4677171176931407,0.8566772873391199,0.8566772873391199,0.0009943170308920482,0.25828441977500916,0.8362593650817871,"[0.04388535022735596, 0.10361534357070923, 0.0, 0.0]","[3.713650187364692e-08, 3.018370264840087e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
69,0.3200836499391154,0.3200836499391154,6.472813471843811e-09,0.30444057039172456,0.38890880970484554,0.8514188783451456,0.8514188783451456,0.0009941493155159562,0.2660910487174988,0.8361506462097168,"[0.10308670997619629, 0.36317434906959534, 0.0, 0.0]","[3.4336284926439475e-08, 2.6132131125677915e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
70,0.31787384625515475,0.3178738462375411,6.560299889612569e-09,0.31599183015464677,0.4483908060874173,0.8532678428850593,0.8532678428850593,0.000993979190484687,0.2645026445388794,0.8419992327690125,"[0.1184433102607727, 0.30663001537323, 0.0, 0.0]","[3.1052685756094434e-08, 2.2988096759490873e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
71,0.3143936711986578,0.3143936711986578,3.9207036808117224e-09,0.2956701893555465,0.43422134570632015,0.856041733517431,0.856041733517431,0.000993806657477306,0.2645258605480194,0.8409423232078552,"[0.03938579559326172, 0.18435931205749512, 0.0, 0.0]","[2.880286231743412e-08, 2.1533129057615952e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
72,0.31589283380243516,0.31589283380243516,3.442796010715125e-09,0.31293452293117846,0.4134949367526094,0.8579049003773823,0.8579049003773823,0.0009936317181966443,0.2363089770078659,0.8378632664680481,"[0.03829658031463623, 0.052306532859802246, 0.0, 0.0]","[2.697935030937515e-08, 2.0251627930178984e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
73,0.3135599895043576,0.3135599895043576,2.9051709586728676e-09,0.33209336282176977,0.41527844980530404,0.8636488511876468,0.8636488511876468,0.000993454374369282,0.2495308369398117,0.8470565676689148,"[0.12779033184051514, 0.09861034154891968, 0.0, 0.0]","[2.5377309142982085e-08, 1.9331759304463958e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
74,0.3054788791647194,0.3054788791647194,4.370772621097315e-09,0.3019607995550668,0.3755843039330891,0.8688464564989594,0.8688464564989594,0.0009932746277455317,0.22696948051452637,0.8558149933815002,"[0.18998485803604126, 0.22238492965698242, 0.0, 0.0]","[2.3666798298904723e-08, 1.75884764530565e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
75,0.3023694260640347,0.3023694260640347,2.797617657104615e-09,0.3111623212599526,0.42643386673118133,0.8699049731642725,0.8699049731642725,0.000993092480099419,0.25192615389823914,0.8416493535041809,"[0.07067674398422241, 0.0512310266494751, 0.0, 0.0]","[2.2446842606882456e-08, 1.6665493873802006e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
76,0.30247193416382406,0.30247193416382406,2.606130477498342e-09,0.25403239883007717,0.37761946729338036,0.8683742293577045,0.8683742293577045,0.0009929079332286685,0.24345612525939941,0.8518292307853699,"[0.12172645330429077, 0.029946744441986084, 0.0, 0.0]","[2.1376115100224524e-08, 1.5830995181431717e-08, 2.1544224182434846e-06, 1.73190471741691e-06]"
