epoch,train_loss,train_loss_cls,train_loss_mmd,trg_OA,trg_mIoU,src_OA,srg_mIoU,lr,trg_precision,src_precision,loss_mmd_list
11,1.3731459547582812,1.2842297525834248,0.17783240653380716,0.2080597221262183,0.05707395076751709,0.5855470090135911,0.21456389129161835,0.0009998507370887434,0.25550031661987305,0.5650132894515991,"[0.02687680721282959, 0.023523151874542236, 0.02267313003540039, 0.02094411849975586]"
12,1.0841019165572263,1.0056325581902308,0.1569387150430792,0.18811670526024746,0.052018072456121445,0.6461687244496934,0.2912536561489105,0.0009998223681601474,0.20321066677570343,0.6673509478569031,"[0.0447271466255188, 0.03826010227203369, 0.042222023010253906, 0.04373270273208618]"
13,1.0830802360184086,1.0052714428157672,0.15561758626437355,0.24739529331121402,0.08031662553548813,0.6312021420649196,0.2657500207424164,0.000999791533585635,0.2226492166519165,0.4891846477985382,"[0.0857589840888977, 0.0889817476272583, 0.10163837671279907, 0.09914577007293701]"
14,1.0288838755436258,0.9457376147697439,0.16629252035003464,0.2169261652957305,0.061585795134305954,0.6322149450126112,0.26780936121940613,0.000999758233669531,0.24942833185195923,0.5266306400299072,"[0.0484851598739624, 0.05075562000274658, 0.0484391450881958, 0.04728657007217407]"
15,1.0855579528402775,1.0085419734178143,0.1540319606062932,0.18033246641782447,0.05412925407290459,0.6158032765639972,0.3054136335849762,0.0009997224687404926,0.22153866291046143,0.5057180523872375,"[0.06753158569335938, 0.07304733991622925, 0.07722222805023193, 0.07747697830200195]"
16,0.9694089762707974,0.8896019660975635,0.15961401964192132,0.1838411701343287,0.06395440548658371,0.6832833811108255,0.37065744400024414,0.0009996842391515044,0.18039202690124512,0.6353567242622375,"[0.07104814052581787, 0.07430630922317505, 0.07973748445510864, 0.07137918472290039]"
17,0.8673358411653668,0.7955542637594485,0.1435631551641099,0.12134801041450657,0.042955849319696426,0.6485347422034811,0.2594532072544098,0.0009996435452798774,0.20186157524585724,0.7094261646270752,"[0.03289508819580078, 0.03476607799530029, 0.031923770904541016, 0.025680184364318848]"
18,1.2149411825987182,1.1348623485429912,0.16015766663190603,0.1742766583719269,0.04931493476033211,0.556296887073359,0.1691187024116516,0.0009996003875272438,0.1794791966676712,0.41250503063201904,"[0.11008161306381226, 0.11031091213226318, 0.05955749750137329, 0.08214235305786133]"
19,1.0521711825479008,0.976384760781101,0.15157284360405401,0.1614280920946522,0.060272905975580215,0.6451501518094865,0.2785535752773285,0.000999554766319553,0.1818815916776657,0.5371738076210022,"[0.02164328098297119, 0.023476779460906982, 0.02548295259475708, 0.027818262577056885]"
20,0.9567890647032582,0.881507865221506,0.1505623960748632,0.09326794025483284,0.039803069084882736,0.7031777247261948,0.4209684431552887,0.000999506682107068,0.1760774403810501,0.644160270690918,"[0.03962200880050659, 0.04221874475479126, 0.0433117151260376, 0.04768866300582886]"
21,0.854563888083113,0.776514636709335,0.15609850345210263,0.09052066772655008,0.04109077900648117,0.6987505952769297,0.4038108289241791,0.0009994561353643605,0.17121927440166473,0.6385529637336731,"[0.05849039554595947, 0.061752498149871826, 0.07064718008041382, 0.07384264469146729]"
22,0.8346394890166343,0.7598920236594852,0.14949493240521028,0.18149819416603305,0.0560411661863327,0.7004934862390615,0.4280148446559906,0.0009994031265903062,0.17687512934207916,0.6244328618049622,"[0.06881976127624512, 0.066933274269104, 0.06268525123596191, 0.05890554189682007]"
23,0.8453718951548809,0.7728385875974705,0.14506661574891272,0.11305975092739799,0.0361943282186985,0.7024929066068749,0.4136481285095215,0.000999347656308081,0.19063808023929596,0.6735380291938782,"[0.04772061109542847, 0.04718536138534546, 0.04367858171463013, 0.047545790672302246]"
24,0.8423960096869908,0.7712146449596324,0.14236273072290082,0.10649524204511417,0.054963719099760056,0.6918673521061375,0.3715333640575409,0.0009992897250651535,0.22047878801822662,0.6727590560913086,"[0.034127771854400635, 0.03278428316116333, 0.03314375877380371, 0.03242558240890503]"
25,0.9293514228740765,0.8451486266885243,0.16840559032791896,0.22237138833206607,0.08220556378364563,0.6877007464650647,0.3814117908477783,0.000999229333433282,0.2579660713672638,0.6650065779685974,"[0.07825225591659546, 0.07925516366958618, 0.08231580257415771, 0.08384454250335693]"
26,0.889647407030101,0.8127659899193627,0.1537628350669329,0.16499115803783324,0.0650404840707779,0.6904200469297913,0.37328818440437317,0.0009991664820085074,0.2755187451839447,0.6798855662345886,"[0.03780162334442139, 0.04166132211685181, 0.045047640800476074, 0.047030866146087646]"
27,0.8496521861417919,0.7755398101065457,0.148224752140947,0.09901269556001013,0.05457915738224983,0.6889048369107647,0.4384327232837677,0.000999101171411148,0.23453517258167267,0.6201908588409424,"[0.10781335830688477, 0.10434848070144653, 0.09845387935638428, 0.0976068377494812]"
28,1.0435050058731232,0.964869935109542,0.15727014039988776,0.07566897940139627,0.03459232673048973,0.6554588170443818,0.32331517338752747,0.000999033402285793,0.12836286425590515,0.6341962814331055,"[0.0397908091545105, 0.0328940749168396, 0.027957439422607422, 0.030602335929870605]"
29,0.8937124159741909,0.8234378569021856,0.1405491204690144,0.12631333379415222,0.04629616439342499,0.6778292463938312,0.4113476574420929,0.0009989631753012963,0.10217950493097305,0.5951828360557556,"[0.03547084331512451, 0.030685782432556152, 0.03265589475631714, 0.027747392654418945]"
30,0.9409804114495045,0.8658955151448576,0.1501697921865657,0.13941175030529251,0.05387234687805176,0.6684495016539046,0.3314846456050873,0.00099889049115077,0.1933598518371582,0.618333101272583,"[0.06350362300872803, 0.06561678647994995, 0.06877994537353516, 0.07642614841461182]"
31,0.9279500906912711,0.8575553421996728,0.1407894955036488,0.12287159282044192,0.05358394980430603,0.6751245920716437,0.3661915957927704,0.000998815350551577,0.12295161932706833,0.6202147006988525,"[0.07157975435256958, 0.0756339430809021, 0.07901644706726074, 0.07756596803665161]"
32,0.9883631114136806,0.9139732149898583,0.14877979235446198,0.19805095216700075,0.08400111645460129,0.6752661714495198,0.36327460408210754,0.000998737754245325,0.1615009307861328,0.6218670010566711,"[0.009940743446350098, 0.0128670334815979, 0.014380335807800293, 0.016466379165649414]"
33,0.8793254210030216,0.8065682442827992,0.14551435252453418,0.1113799221216101,0.05832410231232643,0.6947925862114113,0.3986966609954834,0.000998657702997858,0.19663970172405243,0.6282675862312317,"[0.08001583814620972, 0.07846200466156006, 0.0746837854385376, 0.08425760269165039]"
34,0.9218698327845716,0.8526506252040817,0.13843841558370748,0.08106272032902467,0.04466944932937622,0.6848802544700693,0.3746083974838257,0.0009985751975992497,0.18871723115444183,0.6221691370010376,"[0.01816612482070923, 0.015594184398651123, 0.015147507190704346, 0.017870068550109863]"
35,0.8716288852212559,0.8005586365506441,0.14214049410030916,0.22310077820787538,0.07246673852205276,0.40137442952165253,0.11438608169555664,0.000998490238863795,0.176998570561409,0.24087880551815033,"[0.18225622177124023, 0.17642617225646973, 0.1662750244140625, 0.16201412677764893]"
36,0.9850829234500867,0.9139693748936867,0.14222709647870796,0.1145901736135112,0.04918503388762474,0.6797270314088746,0.3512728214263916,0.000998402827630002,0.17558453977108002,0.5900105834007263,"[0.041908204555511475, 0.04223155975341797, 0.03731900453567505, 0.036263108253479004]"
37,0.9044216836034266,0.8288038725971331,0.15123562321031628,0.2579210444459805,0.08413568139076233,0.6749213213661034,0.3658141791820526,0.000998312964760585,0.17593155801296234,0.6064047813415527,"[0.08394813537597656, 0.07699954509735107, 0.07067346572875977, 0.06439042091369629]"
38,0.8525026055233417,0.782491308330926,0.14002259473710477,0.030296320937305592,0.021858615800738335,0.684795484372344,0.36957553029060364,0.0009982206511424535,0.13872936367988586,0.6253485679626465,"[0.0673973560333252, 0.06883150339126587, 0.07068222761154175, 0.08064711093902588]"
39,0.9234318025850516,0.8532974346943781,0.14026873838816975,0.18205045678670997,0.06676068902015686,0.577397540246934,0.17615656554698944,0.0009981258876867061,0.12828411161899567,0.4226582944393158,"[0.03874647617340088, 0.039496004581451416, 0.041519105434417725, 0.07026821374893188]"
40,1.1570605522210997,1.0772503910335243,0.1596203176546886,0.2010833563742771,0.0904100313782692,0.6378248614275196,0.28453192114830017,0.0009980286753286196,0.16816870868206024,0.5438387989997864,"[0.02274179458618164, 0.021243274211883545, 0.023631274700164795, 0.02005791664123535]"
41,0.9363224051241051,0.8659616069379428,0.14072159764050873,0.2143542199488491,0.09020239114761353,0.6760987824617325,0.3807370960712433,0.0009979290150276409,0.20404605567455292,0.6049137115478516,"[0.054473161697387695, 0.05393242835998535, 0.05042749643325806, 0.026429831981658936]"
42,0.8776945454854492,0.8025740217373445,0.1502410476371188,0.06836284014193221,0.036065831780433655,0.6809147004220308,0.3670218884944916,0.0009978269077673767,0.2513078451156616,0.6574205756187439,"[0.03933382034301758, 0.042015910148620605, 0.04295659065246582, 0.056838035583496094]"
43,0.9088093027578178,0.8373350736026787,0.14294845880346096,0.10793242091196055,0.039139505475759506,0.6748245680608463,0.3726135492324829,0.0009977223545555847,0.1621323674917221,0.6062628626823425,"[0.06801700592041016, 0.06458532810211182, 0.06262421607971191, 0.05074751377105713]"
44,0.9208175812629943,0.8468446579385311,0.14794585017165957,0.19229323633096013,0.04076406732201576,0.6823029772057202,0.3481292724609375,0.0009976153564241628,0.18739332258701324,0.6694723963737488,"[0.038101375102996826, 0.03344571590423584, 0.04067498445510864, 0.05768197774887085]"
45,0.9019637113485494,0.8263062450057226,0.15131493134701507,0.18627955001036842,0.04406462237238884,0.6922876520147544,0.4014674127101898,0.0009975059144291393,0.2628726363182068,0.6486403346061707,"[0.08727788925170898, 0.09599554538726807, 0.10561645030975342, 0.113944411277771]"
46,0.8195191035597601,0.7473655457544552,0.14430711582197364,0.10798282297642911,0.040328893810510635,0.66611854587771,0.37264111638069153,0.0009973940296506628,0.20907187461853027,0.5375878214836121,"[0.022807419300079346, 0.023253023624420166, 0.023742079734802246, 0.03098440170288086]"
47,0.8063604177524012,0.7372172435758807,0.13828634842349563,0.17549926845003572,0.04551725089550018,0.7167400527172367,0.441454142332077,0.0009972797031929904,0.12301310151815414,0.6496725082397461,"[0.011273622512817383, 0.011290550231933594, 0.0107957124710083, 0.011850714683532715]"
48,0.7956641658823541,0.7260928361128408,0.13914266031402786,0.08277531047671713,0.036527276039123535,0.7029748978431558,0.4267745912075043,0.0009971629361844785,0.08072210103273392,0.6515827178955078,"[0.06592261791229248, 0.06872117519378662, 0.06013929843902588, 0.05473947525024414]"
49,0.8418067117391185,0.7731127756918575,0.137387869558154,0.06247191884979609,0.0250419732183218,0.7097822473662463,0.40781858563423157,0.0009970437297775702,0.09697067737579346,0.6696358323097229,"[0.034443795680999756, 0.037090182304382324, 0.039061903953552246, 0.03935807943344116]"
50,0.8575674872449104,0.7877210182430614,0.13969293934233645,0.10409070355521763,0.04446066543459892,0.6757379547682736,0.3484821021556854,0.0009969220851487844,0.15346600115299225,0.6174464821815491,"[0.0864788293838501, 0.08525687456130981, 0.0844467282295227, 0.08092081546783447]"
51,0.8161139709447857,0.7458395427423166,0.1405488554890274,0.1696436286030276,0.05281907320022583,0.7130381292348988,0.40935882925987244,0.000996798003498705,0.1705165058374405,0.6661418080329895,"[0.03563147783279419, 0.03606152534484863, 0.03910386562347412, 0.04907369613647461]"
52,0.7818579595914688,0.7100181570078464,0.14367960495588064,0.14488145434436994,0.051859986037015915,0.7236863186831964,0.43931838870048523,0.000996671486051967,0.17538607120513916,0.6888814568519592,"[0.1237410306930542, 0.12768769264221191, 0.13050073385238647, 0.13344132900238037]"
53,0.8201876044907468,0.7475169397908181,0.14534133066804134,0.09690408919149328,0.033596646040678024,0.6946976081961589,0.37911152839660645,0.0009965425340572472,0.16502223908901215,0.6491069197654724,"[0.04835247993469238, 0.05510836839675903, 0.06406766176223755, 0.06649631261825562]"
54,0.8228658967547946,0.7525209135268033,0.1406899675128026,0.07182114179396788,0.030707554891705513,0.6971204352300976,0.42115065455436707,0.0009964111487872494,0.19781921803951263,0.6277794241905212,"[0.09547364711761475, 0.09408342838287354, 0.09330213069915771, 0.0780172348022461]"
55,0.8570924523874377,0.7827318052168997,0.1487212940592574,0.04136029411764706,0.022676778957247734,0.6813052642230687,0.36766186356544495,0.0009962773315386935,0.2178160548210144,0.5984313488006592,"[0.09444081783294678, 0.0973237156867981, 0.0849602222442627, 0.07622390985488892]"
56,0.8294389360621748,0.7593915015811334,0.14009486917344674,0.11566985783737702,0.053243059664964676,0.6948667045691083,0.3997320234775543,0.0009961410836323015,0.22061000764369965,0.6767590045928955,"[0.08541601896286011, 0.09078603982925415, 0.09401142597198486, 0.08610457181930542]"
57,0.8152729873820681,0.7469729776571264,0.13660002050670325,0.1522585165088362,0.06757903844118118,0.7186067701571975,0.4434061050415039,0.0009960024064127849,0.21095812320709229,0.6624235510826111,"[0.05198359489440918, 0.0533442497253418, 0.05359983444213867, 0.06320297718048096]"
58,0.8396704215248144,0.7709805646616235,0.13737971372638189,0.10814446959747472,0.042387109249830246,0.6607651588684834,0.32975447177886963,0.0009958613012488325,0.18157432973384857,0.5085026621818542,"[0.05328267812728882, 0.06083792448043823, 0.05974626541137695, 0.05778968334197998]"
59,0.8612025595021304,0.7906447448558559,0.14111562788345572,0.19433632001566783,0.07653207331895828,0.7194668981644833,0.41715314984321594,0.000995717769533095,0.21763581037521362,0.6182124018669128,"[0.042287349700927734, 0.04492825269699097, 0.046555280685424805, 0.047373414039611816]"
60,0.7955605975984118,0.7280378872198416,0.13504541955941113,0.1688278351881293,0.06042656674981117,0.7159828915302245,0.41632428765296936,0.0009955718126821722,0.1738268882036209,0.6753119826316833,"[0.031015753746032715, 0.031897902488708496, 0.030621767044067383, 0.03631114959716797]"
61,0.8195085955638413,0.7518297508887365,0.13535768935020934,0.08566010863804982,0.03538794443011284,0.6816474513714781,0.3630751073360443,0.0009954234321365998,0.20381271839141846,0.5890527367591858,"[0.05951744318008423, 0.06486153602600098, 0.061891913414001465, 0.06649792194366455]"
62,0.860475893279903,0.7894354842726502,0.14208081949405355,0.19700834946199397,0.06393500417470932,0.6786321212984648,0.3320801258087158,0.0009952726293608336,0.1598653346300125,0.5975150465965271,"[0.027988433837890625, 0.024833202362060547, 0.024863123893737793, 0.027463078498840332]"
63,0.8374399920445526,0.7662901735686242,0.14229963674049287,0.12890399990783621,0.05752849578857422,0.696181750640103,0.359037846326828,0.0009951194058432362,0.17804737389087677,0.5552266240119934,"[0.02929610013961792, 0.03336578607559204, 0.03689861297607422, 0.025486469268798828]"
64,0.8624444718056536,0.7920460129953727,0.14079691585919535,0.33920265374069725,0.11099498718976974,0.7018182964050821,0.38858020305633545,0.0009949637630960618,0.20567087829113007,0.5899357199668884,"[0.07034921646118164, 0.06887418031692505, 0.06841778755187988, 0.09040075540542603]"
65,0.8290829497167123,0.7572557732075382,0.14365435689335457,0.20301375544342296,0.06740351766347885,0.7112042546600253,0.4196651875972748,0.0009948057026554415,0.18306483328342438,0.6458330750465393,"[0.024037837982177734, 0.02771860361099243, 0.03217512369155884, 0.02926647663116455]"
66,0.8308187628045995,0.7623595542518805,0.13691841647134606,0.18030222517914335,0.0749964639544487,0.7077464335533361,0.4457448720932007,0.000994645226081368,0.23549626767635345,0.6295673251152039,"[0.02760779857635498, 0.024370193481445312, 0.023055076599121094, 0.018483400344848633]"
67,1.0332834707225187,0.9604741435665329,0.14561865107105698,0.17589852480357596,0.05795978009700775,0.6528411519324253,0.28286007046699524,0.0009944823349576806,0.19977407157421112,0.4937500059604645,"[0.07364243268966675, 0.07210314273834229, 0.06724834442138672, 0.06847137212753296]"
68,1.0248960670849956,0.9500311255173198,0.14972988200807685,0.20159313725490197,0.047961413860321045,0.658543383427579,0.3242606222629547,0.0009943170308920482,0.15824271738529205,0.5906596183776855,"[0.10052496194839478, 0.0996253490447998, 0.09870332479476929, 0.09537214040756226]"
69,0.9644311785557028,0.8985328886384941,0.1317965785662333,0.02401766376350775,0.017367320135235786,0.6697015249297318,0.3555266857147217,0.0009941493155159562,0.1753355860710144,0.5577898621559143,"[0.09084075689315796, 0.09499657154083252, 0.08636772632598877, 0.09121423959732056]"
70,0.9370653751894091,0.8673633792157996,0.13940399060858058,0.17622757828160643,0.054195255041122437,0.6451829946745739,0.272051602602005,0.000993979190484687,0.17998243868350983,0.5770060420036316,"[0.03828144073486328, 0.03526198863983154, 0.034533023834228516, 0.035629868507385254]"
71,1.0976984092247966,1.025338443881231,0.14471992920758311,0.1806305586276814,0.07703279703855515,0.6491520993026217,0.31726711988449097,0.000993806657477306,0.20348012447357178,0.5407996773719788,"[0.042546987533569336, 0.046216368675231934, 0.04284721612930298, 0.04534292221069336]"
72,0.9588268971330449,0.8898335810460097,0.13798663266725292,0.1876965680514274,0.07281490415334702,0.6687268907171418,0.32176461815834045,0.0009936317181966443,0.2328484058380127,0.532959520816803,"[0.13291853666305542, 0.13094979524612427, 0.13002294301986694, 0.1313018798828125]"
73,0.9298300972080682,0.8540527225245257,0.15155474760571833,0.0933989856224511,0.04465194419026375,0.6686190418493551,0.3100976049900055,0.000993454374369282,0.17652805149555206,0.560642659664154,"[0.0363081693649292, 0.038187623023986816, 0.03844916820526123, 0.03862917423248291]"
74,0.8910891559529812,0.8220122608028123,0.13815379051170168,0.07892027257436465,0.03598656505346298,0.682606551796527,0.3624995946884155,0.0009932746277455317,0.18411706387996674,0.60033118724823,"[0.12187647819519043, 0.11753135919570923, 0.11964225769042969, 0.12677133083343506]"
75,0.8350395973833459,0.7667308935530078,0.13661740716749332,0.05024905820142393,0.026327723637223244,0.7061619872241255,0.40113553404808044,0.000993092480099419,0.16929161548614502,0.6444087624549866,"[0.009068429470062256, 0.007700860500335693, 0.007546901702880859, 0.011760473251342773]"
76,0.8239455544356759,0.7510874992144023,0.1457161102311831,0.08436189546323818,0.042306382209062576,0.6948267605440022,0.35043618083000183,0.0009929079332286685,0.16855795681476593,0.6163502335548401,"[0.009693443775177002, 0.008939146995544434, 0.008714914321899414, 0.010769844055175781]"
77,0.8226372976886466,0.7504776665857216,0.14431925924675404,0.036916272090504826,0.020218977704644203,0.694030099154385,0.36345767974853516,0.0009927209889546828,0.15438391268253326,0.623591959476471,"[0.1567820906639099, 0.15423214435577393, 0.1554005742073059, 0.147613525390625]"
78,0.8371907512417358,0.7664800619895858,0.14142137899748258,0.015479194027787378,0.009818343445658684,0.6832576394057571,0.3717125952243805,0.0009925316491225266,0.1687336564064026,0.5143589377403259,"[0.015034496784210205, 0.014248371124267578, 0.015065431594848633, 0.013047993183135986]"
79,0.8369549712249855,0.7704873464772606,0.13293525027045122,0.017442354438837814,0.006618124898523092,0.6912295791719426,0.38069143891334534,0.0009923399156009072,0.154740110039711,0.5827584862709045,"[0.02282160520553589, 0.021344780921936035, 0.019586026668548584, 0.018605828285217285]"
80,0.8178451442760779,0.7486917783393927,0.1383067326483715,0.0897225150342158,0.035729676485061646,0.6875045769195434,0.36400219798088074,0.0009921457902821577,0.14349578320980072,0.5361245274543762,"[0.021584153175354004, 0.024364233016967773, 0.02284824848175049, 0.013206958770751953]"
81,0.8621180842390579,0.7903283840446044,0.14357939813435783,0.04601348471233382,0.02556457184255123,0.7042402357940184,0.38946041464805603,0.0009919492750822163,0.1590600609779358,0.6156718134880066,"[0.057037949562072754, 0.05624818801879883, 0.061351776123046875, 0.06677448749542236]"
82,0.8496626038148329,0.772893050707542,0.1535391100895884,0.04161050436625884,0.018669186159968376,0.7040458415385018,0.4080548584461212,0.0009917503719406087,0.2169666439294815,0.6425763964653015,"[0.08699607849121094, 0.08474493026733398, 0.08309870958328247, 0.08016455173492432]"
83,0.8160387081386913,0.7610612042759045,0.10995500948694018,0.10060792090044009,0.042933449149131775,0.7034551137894319,0.4086606502532959,0.0009915490828204287,0.20006239414215088,0.6171775460243225,"[0.07422006130218506, 0.06874954700469971, 0.06938916444778442, 0.0]"
84,0.8127114966546953,0.7579922109983209,0.10943857145365812,0.118041634985369,0.047234877943992615,0.7061091723464851,0.39835718274116516,0.0009913454097083185,0.15414005517959595,0.6190035343170166,"[0.08167362213134766, 0.07338672876358032, 0.07130050659179688, 0.0]"
85,0.7747923359803274,0.723093681407313,0.1033973089346649,0.1266614680537315,0.04758850112557411,0.7279297056169732,0.4327942430973053,0.0009911393546144496,0.141355499625206,0.6681892275810242,"[0.030636489391326904, 0.03026437759399414, 0.029624104499816895, 0.0]"
86,0.7572630807651696,0.704929493737559,0.10466717475976786,0.12460506382341421,0.0486433170735836,0.7133239509256584,0.4248415529727936,0.0009909309195725025,0.1486412137746811,0.6453018188476562,"[0.11008083820343018, 0.10047578811645508, 0.10077625513076782, 8.344650268554688e-07]"
87,0.7429045643085002,0.693861754087128,0.09808561952683378,0.21182475634201978,0.0694037601351738,0.7381988706492635,0.4634619653224945,0.0009907201066396468,0.15594732761383057,0.6902880668640137,"[0.09622693061828613, 0.09585529565811157, 0.09519290924072266, 0.0]"
88,0.7460761783252653,0.6928996619885132,0.1063530340825976,0.09658259602313311,0.045334819704294205,0.7296717089341026,0.4693577289581299,0.0009905069178965213,0.20307719707489014,0.6802607178688049,"[0.005126059055328369, 0.009744703769683838, 0.00798177719116211, 0.0]"
89,0.7291649501797155,0.6774226215361985,0.10348465792112599,0.1256483865579134,0.05431105196475983,0.7075586966353372,0.41265615820884705,0.000990291355447213,0.21081863343715668,0.6440824866294861,"[0.22067928314208984, 0.22344207763671875, 0.21561157703399658, 0.0]"
90,0.7537881301861282,0.6991229860495168,0.10933028940049751,0.046716593511670235,0.02655794657766819,0.7183289372714592,0.40760350227355957,0.0009900734214192358,0.1916142702102661,0.683556079864502,"[0.07486534118652344, 0.07494163513183594, 0.0741194486618042, 0.0]"
91,0.7318233304060379,0.6803109449979543,0.10302476990025658,0.07737832941637289,0.03689414635300636,0.7351755517712291,0.4716838300228119,0.0009898531179635107,0.18611085414886475,0.6846621632575989,"[0.012994110584259033, 0.0123138427734375, 0.011977553367614746, 0.0]"
92,0.7188797905935463,0.6672315098362893,0.10329656080996737,0.036988635054491834,0.02594185806810856,0.7274228603206262,0.4505912959575653,0.0009896304472543438,0.17515677213668823,0.665173351764679,"[0.0912930965423584, 0.08989250659942627, 0.08878427743911743, 0.0]"
93,0.7165495145969075,0.6652353879760061,0.10262825556680666,0.0432694523167669,0.02624005824327469,0.7304883423362728,0.43009689450263977,0.0009894054114894055,0.2260744422674179,0.701197624206543,"[0.18779337406158447, 0.1901407241821289, 0.18826305866241455, 0.0]"
94,0.7274898763384943,0.6750369341449535,0.10490588375298972,0.17462011243980555,0.06838949769735336,0.6544872895893,0.286609023809433,0.0009891780128897078,0.19080783426761627,0.5526148676872253,"[0.1043860912322998, 0.10333067178726196, 0.10483038425445557, 0.0]"
95,0.7461425798722756,0.698727431519939,0.09483029755012927,0.06653972546715513,0.03820732235908508,0.7225931838627914,0.45572957396507263,0.0009889482536995825,0.15384595096111298,0.6612090468406677,"[0.09330213069915771, 0.09009647369384766, 0.08798575401306152, 0.0]"
96,0.7199693267931612,0.6686959740470205,0.1025467058445545,0.11023939540563582,0.057998042553663254,0.7165909283568404,0.4371609687805176,0.0009887161361866606,0.21609479188919067,0.6492196321487427,"[0.08704930543899536, 0.09161961078643799, 0.09554380178451538, 0.0]"
97,0.7170236467892397,0.6687700078419759,0.09650727817634601,0.16183886892007096,0.07128529995679855,0.7290108572298464,0.4705476760864258,0.0009884816626418483,0.21684759855270386,0.6687335968017578,"[0.03334498405456543, 0.03680741786956787, 0.03734403848648071, 0.0]"
98,0.6975688201949951,0.6488333493118872,0.0974709424003078,0.12561418515702402,0.054126858711242676,0.7366237445925776,0.4810992181301117,0.000988244835379305,0.22030942142009735,0.6897961497306824,"[0.07568603754043579, 0.07823139429092407, 0.0783042311668396, 0.0]"
99,0.7139544591624686,0.6574051401646143,0.11309863848889128,0.037441533605216466,0.020624833181500435,0.719953327625776,0.4268662929534912,0.0009880056567364193,0.21511125564575195,0.7269832491874695,"[0.13337337970733643, 0.10601258277893066, 0.05340701341629028, 0.0]"
100,0.7020193226018978,0.6430027362302686,0.11803317358871442,0.03615196078431373,0.022342471405863762,0.7500400549807315,0.4985716640949249,0.0009877641290737885,0.21710950136184692,0.7189474105834961,"[0.04070252180099487, 0.01967310905456543, 0.02631455659866333, 0.0]"
101,0.6878343660992088,0.6284435404812473,0.11878165046092184,0.03750165606783254,0.022032583132386208,0.7404321854751985,0.4902006685733795,0.0009875202547751929,0.22843821346759796,0.6984726786613464,"[0.07587140798568726, 0.04164475202560425, 0.04287141561508179, 0.0]"
102,0.6904000802665737,0.6328861396011167,0.11502788133091396,0.13646394956337413,0.06489694863557816,0.7392050162594374,0.4820607602596283,0.0009872740362475737,0.1913483738899231,0.7110411524772644,"[0.05528384447097778, 0.09576284885406494, 0.07287108898162842, 0.0]"
103,0.6797226969654678,0.6205917891669781,0.11826181700607281,0.17738862583811432,0.0750260278582573,0.734868870422914,0.48376357555389404,0.000987025475921008,0.19439668953418732,0.682342529296875,"[0.045919954776763916, 0.04731547832489014, 0.057207703590393066, 0.0]"
